seller_id;seller_city;seller_state;total_itens;total_pedidos;atraso_pct;nota_media
3d871de0142ce09b7081e2b9d1733cb1;campo limpo paulista;SP;1132;1064;0.054770318021201414;4.150892857142857
f457c46070d02cadd8a68551231220dd;maringa;PR;238;195;0.0546218487394958;3.818565400843882
8e6cc767478edae941d9bd9eb778d77a;araguari;MG;110;100;0.05454545454545454;4.027777777777778
1127b7f2594683f2510f1c2c834a486b;campinas;SP;129;110;0.05426356589147287;4.186046511627907
dd2bdf855a9172734fbc3744021ae9b9;belo horizonte;MG;111;105;0.05405405405405406;3.8190476190476192
01fdefa7697d26ad920e9e0346d4bd1b;londrina;PR;130;128;0.05384615384615385;4.372093023255814
17a053fcb14bd219540cbde0df490be0;mogi guacu;SP;149;124;0.053691275167785234;4.2312925170068025
09f952a5f58d2285b0372551ae8f9b01;sao bernardo do campo;SP;56;50;0.05357142857142857;3.875
d650b663c3b5f6fb392b6326366efa9a;cotia;SP;57;57;0.05263157894736842;4.368421052631579
5dceca129747e92ff8ef7a997dc4f8ca;santa barbara d´oeste;SP;343;322;0.052478134110787174;4.017699115044247
bfd27a966d91cfaafdb25d076585f0da;serra negra;SP;115;114;0.05217391304347826;4.324561403508772
1f9ab4708f3056ede07124aad39a2554;tupa;SP;77;76;0.05194805194805195;4.105263157894737
7a67c85e85bb2ce8582c35f2203ad736;sao paulo;SP;1159;1145;0.05176876617773943;4.268462206776716
dc317f341ab0e22f39acbd9dbf9b4a1f;cachoeirinha;RS;58;55;0.05172413793103448;4.120689655172414
45d33f715e24d15a6ccf5c17b3a23e3c;sorocaba;SP;58;56;0.05172413793103448;4.172413793103448
d9a84e1403de8da0c3aa531d6d108ba6;sao paulo;SP;58;53;0.05172413793103448;4.620689655172414
08633c14ef2db992c11f840f04fad4cd;ribeirao pires;SP;97;74;0.05154639175257732;4.237113402061856
6560211a19b47992c3666cc44a7e94c0;sao paulo;SP;2002;1819;0.05144855144855145;3.9516372795969774
001cca7ae9ae17fb1caed9dfb1094831;cariacica;ES;234;195;0.05128205128205128;3.965367965367965
a17f621c590ea0fab3d5d883e1630ec6;sorocaba;SP;78;63;0.05128205128205128;4.175675675675675
cc419e0650a3c5ba77189a1882b7556a;santo andre;SP;1759;1651;0.051165434906196704;4.145868945868946
b6d44737c043328708f6749c2dbe50bd;santo andre;SP;79;61;0.05063291139240506;4.569620253164557
c70c1b0d8ca86052f45a432a38b73958;hortolandia;SP;336;260;0.050595238095238096;4.315315315315315
fa40cc5b934574b62717c68f3d678b6d;sao paulo;SP;338;304;0.05029585798816568;4.439169139465875
f8db351d8c4c4c22c6835c19a46f01b0;salto;SP;716;659;0.05027932960893855;4.2510518934081345
c003204e1ab016dfa150abc119207b24;cajamar;SP;200;195;0.05;4.44
8cbac7e12637ed9cffa18c7875207478;jaragua do sul;SC;81;66;0.04938271604938271;4.185185185185185
8f119a0aee85c0c8fc534629734e94fd;barueri;SP;81;75;0.04938271604938271;4.246913580246914
a1043bafd471dff536d0c462352beb48;ilicinea;MG;752;702;0.04920212765957447;4.246666666666667
d9bd94811c3338dceb4181f3dbc0c73e;sao paulo;SP;61;54;0.04918032786885246;4.819672131147541
ceaec5548eefc6e23e6607c5435102e7;sao paulo;SP;206;198;0.04854368932038835;4.201970443349754
850f4f8af5ea87287ac68de36e29107f;sao paulo;SP;191;186;0.04712041884816754;4.288770053475936
18a349e75d307f4b4cc646a691ed4216;sao paulo;SP;128;109;0.046875;3.5196850393700787
4830e40640734fc1c52cd21127c341d4;sao paulo;SP;214;204;0.04672897196261682;4.191588785046729
53e4c6e0f4312d4d2107a8c9cddf45cd;pedreira;SP;515;463;0.04660194174757282;4.085769980506822
7e93a43ef30c4f03f38b393420bc753a;barueri;SP;322;319;0.046583850931677016;4.364485981308412
670c26e0f1bf8d0576271d5cfaec6d2b;maringa;PR;86;77;0.046511627906976744;4.348837209302325
d2374cbcbb3ca4ab1086534108cc3ab7;ibitinga;SP;646;514;0.04643962848297214;3.644757433489828
44073f8b7e41514de3b7815dd0237f4f;brasilia;DF;151;142;0.046357615894039736;3.7466666666666666
01cf7e3d21494c41fb86034f2e714fa1;francisco beltrao;PR;65;59;0.046153846153846156;4.1875
05d2173d43ea568aa0540eba70d2ca76;alfenas;MG;66;62;0.045454545454545456;4.0
0c8380b62e38e8a1e6adbeba7eb9688c;tres coracoes;MG;220;180;0.045454545454545456;4.068807339449541
2138ccb85b11a4ec1e37afbd1c8eda1f;sao paulo;SP;420;388;0.04523809523809524;3.918854415274463
92eb0f42c21942b6552362b9b114707d;sao paulo;SP;358;334;0.0446927374301676;3.957865168539326
5a8e7d5003a1f221f9e1d6e411de7c23;campinas;SP;179;137;0.0446927374301676;4.189944134078212
0adac9fbd9a2b63cccaac4f8756c1ca8;louveira;SP;135;106;0.044444444444444446;4.007407407407407
cca3071e3e9bb7d12640c9fbe2301306;ibitinga;SP;836;699;0.04425837320574163;3.885225885225885
0241d4d5d36f10f80c644447315af0bd;curitiba;PR;249;238;0.04417670682730924;4.278225806451613
7d456afc660226829370f3173d14520c;mogi das cruzes;SP;91;55;0.04395604395604396;4.274725274725275
41b39e28db005d9731d9d485a83b4c38;santo andre;SP;230;187;0.043478260869565216;4.226086956521739
128639473a139ac0f3e5f5ade55873a5;maringa;PR;554;527;0.04332129963898917;4.202554744525547
1b4c3a6f53068f0b6944d2d005c9fc89;sao ludgero;SC;116;111;0.04310344827586207;4.147826086956521
